20260923-16:10:44.055492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086787 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086800 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086808 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086815 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086819 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086825 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086828 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086831 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086833 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086836 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086844 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086851 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086859 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086866 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086874 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086881 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086906 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086914 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086922 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086929 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086936 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086943 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086950 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086957 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.086964 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087056 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087068 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087072 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087075 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087078 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087081 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087083 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087086 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087089 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087091 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087094 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087096 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087099 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087101 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087104 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087106 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087109 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087112 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087114 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087117 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087119 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087122 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087125 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087127 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087130 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087133 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087135 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087138 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087140 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087143 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087152 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087156 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087162 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087165 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087171 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087175 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087177 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087184 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087190 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087198 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087204 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087211 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087214 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087217 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087220 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087222 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087225 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087227 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087230 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087232 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087235 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087238 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087240 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087243 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087245 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087248 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087250 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087253 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087255 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087258 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087261 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087263 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087271 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087278 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087285 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087293 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087301 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087304 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087307 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087309 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087312 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087314 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087317 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087320 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087322 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087325 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087327 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087330 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087332 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087335 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087337 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087340 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087343 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087345 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087348 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087359 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087365 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087372 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087380 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087387 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087395 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087398 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087401 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087403 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087406 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087408 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087411 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087413 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087416 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087418 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087421 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087437 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087445 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087453 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087456 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087458 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087461 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087463 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087466 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087469 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087471 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087476 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087479 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087481 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087484 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087486 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087489 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087494 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087497 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087499 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087502 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087504 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087507 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087509 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087512 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087515 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087517 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087520 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087522 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087538 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087541 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087543 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087546 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087548 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087550 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087553 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087556 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087558 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087561 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087564 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087566 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087569 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087571 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087574 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087576 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087595 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087604 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087609 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087614 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087618 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087621 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087623 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087626 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087629 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087632 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:44.087634 : ERROR , FIX Server , Socket error :0, socket event result :0 
