20260923-16:37:15.275420 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298143 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298188 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298229 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298270 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298312 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298353 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298465 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298507 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298547 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298588 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298628 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298669 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298725 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298766 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298807 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298847 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298888 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298928 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.298969 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299010 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299052 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299092 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299132 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299173 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299214 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299256 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299296 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299337 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299377 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299418 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299458 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299499 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299539 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299580 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299620 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299661 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299701 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299742 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299782 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299823 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299863 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299904 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299945 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.299985 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300026 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300066 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300107 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300147 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300188 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300228 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300269 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300310 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:15.300350 : ERROR , FIX Server , Socket error :0, socket event result :0 
