20260923-16:11:21.639875 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674174 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674186 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674194 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674201 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674212 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674221 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674234 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674241 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674385 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674390 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674395 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674409 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674415 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674426 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674432 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674438 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674443 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674454 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674460 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674506 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674518 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674525 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674530 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674535 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674546 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674552 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674558 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674563 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674574 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674581 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674587 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674597 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674621 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674628 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674639 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674645 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:21.674650 : ERROR , FIX Server , Socket error :0, socket event result :0 
