20260923-16:10:43.099988 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120456 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120524 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120555 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120629 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120676 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120707 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120759 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120790 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120834 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120865 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120917 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120966 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.120998 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121042 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121074 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121125 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121175 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121207 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121251 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121283 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121327 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121359 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121404 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121435 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121486 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121536 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121567 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121611 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121643 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121694 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121725 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121775 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121806 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121857 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121902 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121934 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.121979 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122010 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122062 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122126 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122193 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122211 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122227 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:43.122244 : ERROR , FIX Server , Socket error :0, socket event result :0 
