20260923-16:10:24.726660 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746228 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746253 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746295 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746309 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746318 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746330 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746341 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746351 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746361 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746370 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746381 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746391 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746401 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746411 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746417 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746426 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746436 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746446 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746457 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746467 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746473 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746482 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746502 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746512 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746522 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746528 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746537 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746547 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746557 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746567 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746573 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746582 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746592 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746602 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746612 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746618 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746627 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746637 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746647 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746657 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746663 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746672 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746682 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746692 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746703 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746709 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746718 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746728 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746738 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746748 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746754 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746763 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746794 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746804 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746815 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746824 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746834 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746840 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746849 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746858 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746868 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746878 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746884 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746893 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746903 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746912 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746922 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746932 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746937 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746946 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746956 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746965 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746975 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746981 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.746990 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747000 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747009 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747019 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747025 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747034 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747043 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747053 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747063 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747069 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747078 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747087 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747097 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747107 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747117 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747123 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747132 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747142 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747151 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747161 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747171 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747177 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747185 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747195 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747204 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747214 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747224 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747230 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747238 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747248 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747257 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747268 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747278 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747283 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747292 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747302 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747312 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747322 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747328 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747336 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747346 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747356 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747366 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747375 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747381 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747390 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747400 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747409 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747419 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747425 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747434 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747444 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747453 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747463 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747469 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747479 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747484 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747493 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747503 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747512 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747522 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747545 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747555 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747565 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747575 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747581 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747590 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747600 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747610 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747620 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747630 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747636 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747644 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747654 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747664 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747675 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747680 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747689 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747699 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747708 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747718 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747724 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747732 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747742 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747752 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747762 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747767 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747776 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747786 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747795 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747805 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747815 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747820 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747829 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747839 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747849 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747859 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747865 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747906 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:24.747917 : ERROR , FIX Server , Socket error :0, socket event result :0 
