20260923-16:11:18.731042 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795551 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795555 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795561 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795565 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795571 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795574 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795580 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795583 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795589 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795592 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795599 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795604 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795609 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795614 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795618 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795624 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795627 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795633 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795636 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795642 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795645 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795651 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795655 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795661 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795668 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795677 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795681 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795687 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795691 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795697 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795700 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795706 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795709 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795716 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795721 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795726 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795731 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795735 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795741 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795744 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795750 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795754 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795760 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795763 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795770 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795775 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795779 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795785 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795792 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795796 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795802 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795805 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795811 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795815 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795825 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795890 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795896 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795900 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795904 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795910 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795914 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795919 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795922 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795928 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795930 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795936 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795939 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795943 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795947 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795949 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795956 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795965 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795972 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795975 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795982 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795985 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795991 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.795996 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796001 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796006 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796010 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796017 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796026 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796033 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796036 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796042 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796045 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796050 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796053 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796055 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796061 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796064 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796069 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796072 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796077 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796093 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796103 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796110 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796134 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796148 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796158 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796171 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796182 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796196 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796206 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796215 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796223 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796229 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796247 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796257 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796265 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796274 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796278 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796284 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796288 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796294 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796297 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796307 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796314 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796330 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796341 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796351 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796360 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796367 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796375 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796382 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796389 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796396 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796403 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796410 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796417 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796423 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796427 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796429 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796432 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796434 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796450 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796460 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796468 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796482 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796488 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796495 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796503 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796512 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796518 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796525 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796532 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796536 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796542 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796549 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796556 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796563 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796570 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796573 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796579 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796583 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796589 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796593 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796600 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796603 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796610 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796615 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796623 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796630 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796780 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796787 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796790 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796793 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796796 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796798 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796801 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796804 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796806 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796809 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796811 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796814 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796816 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796819 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796821 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796824 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796826 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796829 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796831 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796834 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796836 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796839 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796841 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796844 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796846 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796849 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796851 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796855 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796857 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796860 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796862 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796865 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796867 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796870 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796872 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796875 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796877 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796880 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796882 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796885 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796887 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796890 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796892 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796895 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796902 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796904 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796907 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796909 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796912 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796914 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796917 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796920 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796923 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796925 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796927 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796930 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796932 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796935 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796937 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796940 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796942 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796945 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796947 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796950 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796952 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796955 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796957 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796960 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796962 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796965 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796967 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796969 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796972 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796974 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796977 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796980 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796983 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796985 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796988 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796990 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796993 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796995 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.796998 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797000 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797003 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797005 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797008 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797011 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797013 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797016 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797020 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797023 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797025 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797028 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797030 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797032 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797035 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797038 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797040 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797042 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797045 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797047 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797050 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797052 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797055 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797058 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797060 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797062 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797065 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797068 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797070 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797073 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797076 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797078 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:18.797081 : ERROR , FIX Server , Socket error :0, socket event result :0 
