20260923-16:10:47.915892 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976167 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976183 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976202 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976219 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976238 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976257 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976275 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976292 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976310 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976329 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976347 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976365 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976384 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976403 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976422 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976441 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976459 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976478 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976499 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976532 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976550 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976569 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976588 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976607 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976625 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976644 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976662 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976681 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976700 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976719 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976737 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976756 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976775 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976793 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976810 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976838 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976856 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976875 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976894 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976912 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976930 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976947 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976964 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.976983 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977001 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977018 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977034 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977053 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977071 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977089 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977106 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977123 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977141 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977160 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977178 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977197 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977216 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977234 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977253 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977272 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977291 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977309 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977326 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977343 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977365 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977384 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977400 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977539 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977560 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977579 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977597 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977615 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977634 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977652 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977670 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977689 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977708 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977727 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977745 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977763 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977782 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977800 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977818 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977837 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977855 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977874 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977892 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977910 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977928 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977947 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977965 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.977984 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978002 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978021 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978039 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978055 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978072 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978090 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978108 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978124 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978139 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978155 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978173 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978191 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978208 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978224 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978276 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978296 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978314 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978332 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978360 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978379 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978398 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978416 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978435 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978453 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978471 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978489 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978506 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978525 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978543 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978561 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978578 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978596 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978614 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978632 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978649 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978667 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978685 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978703 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978719 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978738 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978756 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978774 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978790 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978809 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978827 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978845 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978863 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978879 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978898 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978916 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978934 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978950 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978969 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.978987 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979005 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979021 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979040 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979058 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979076 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979093 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979111 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979129 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979147 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979164 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979205 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979224 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979240 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979257 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979275 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979293 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979312 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979331 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979350 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979366 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979383 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979402 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979419 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979436 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979454 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979509 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979526 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979544 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979561 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979577 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979596 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979615 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979633 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979650 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979667 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979685 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979702 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979718 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979737 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979753 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979768 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979786 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979805 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979823 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979841 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979859 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979877 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979895 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979913 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979931 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979950 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979968 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.979986 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980004 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980026 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980044 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980062 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980080 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980098 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980117 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980135 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980153 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980171 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980189 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980207 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980225 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980244 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980276 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980295 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980314 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980332 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980351 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980369 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980387 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980406 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980424 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980442 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980461 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:47.980477 : ERROR , FIX Server , Socket error :0, socket event result :0 
