20260923-16:37:13.047125 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074332 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074343 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074355 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074367 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074379 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074391 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074434 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074663 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074692 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074705 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074717 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074728 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074740 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074751 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074764 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074775 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074787 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074798 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074810 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074821 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074833 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074844 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074856 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074867 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074908 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074927 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074941 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074952 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074964 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074976 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074987 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.074999 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075011 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075023 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075034 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075045 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075058 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075069 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075081 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075093 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075105 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075116 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075128 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075139 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075151 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075163 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075174 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075222 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075246 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075261 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075274 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075286 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075298 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075310 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075322 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075333 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075345 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075357 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075369 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075381 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075392 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075404 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075417 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075424 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075435 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075446 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075457 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075469 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075481 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075503 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075515 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075527 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075538 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075549 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075562 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075573 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075584 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075595 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075606 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075618 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075629 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075640 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075652 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075663 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075674 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075685 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075696 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075707 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075718 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075729 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075740 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075751 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075762 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075773 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075784 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075795 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075807 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075880 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.075989 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076124 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076599 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076620 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076666 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076704 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076717 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076869 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.076888 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077105 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077215 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077233 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077246 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077333 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077353 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077403 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077421 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077553 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077638 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077723 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077845 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077929 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.077983 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078037 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078057 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078070 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078082 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078093 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078104 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078116 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078127 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078138 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078149 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078160 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078171 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078182 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078192 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078203 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078214 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078225 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078236 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078247 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078258 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078268 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078279 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078290 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078301 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078312 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078323 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078333 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078344 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078355 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078366 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078377 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078388 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078399 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078410 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078421 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078431 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078442 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078453 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078464 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078475 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078485 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078496 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078507 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078518 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078529 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078540 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078551 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078562 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078573 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078584 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078594 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078605 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078616 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078627 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078638 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078649 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078660 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078671 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078682 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078707 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078719 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078731 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078742 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078753 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078765 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078775 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078787 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078799 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078810 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078821 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078832 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078843 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078854 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078865 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078876 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078888 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078899 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078910 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078920 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078932 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078943 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.078953 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079022 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079040 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079053 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079065 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079077 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079089 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079101 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079112 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079123 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079135 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079147 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079159 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079170 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079182 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079193 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079204 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079216 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079228 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079239 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079250 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079262 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079273 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079284 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079296 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079307 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079319 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079330 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079341 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079353 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079364 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079375 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079387 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079399 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079410 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079421 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079432 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079444 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079456 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079467 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079478 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079489 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079501 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079512 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079523 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079535 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079546 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079558 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079569 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079580 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:13.079626 : ERROR , FIX Server , Socket error :0, socket event result :0 
