20260923-16:10:53.969367 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991753 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991763 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991772 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991778 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991787 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991792 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991797 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991802 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991807 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991817 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991822 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991827 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991832 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991837 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991841 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991846 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991851 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991856 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991861 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991866 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991871 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991876 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991880 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991885 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991890 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991895 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991900 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991905 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991909 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991914 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991919 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991925 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991930 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991935 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991940 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991945 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991949 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991954 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991959 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991964 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991979 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.991986 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992028 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992036 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992041 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992046 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992051 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992056 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992061 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992066 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992071 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992076 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992081 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992086 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992090 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992095 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992100 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992105 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992110 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992115 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992120 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992125 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992130 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992135 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992139 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992144 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992149 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992154 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992159 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992163 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992168 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992173 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992178 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992183 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992188 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992193 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992198 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992202 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992207 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992212 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992222 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992233 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992238 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992243 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992248 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992252 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992257 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992262 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992267 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992271 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992277 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992282 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992286 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992291 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992303 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992308 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992313 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992318 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992330 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992336 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992341 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992346 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992358 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992363 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992375 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992395 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992403 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992409 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992414 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992419 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992424 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992429 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992434 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992440 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992452 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992458 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992463 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992468 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992473 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992478 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992483 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992488 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992497 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992509 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992515 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992520 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992525 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992536 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992543 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992548 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992552 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992563 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992569 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992580 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992586 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992591 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992595 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992600 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992605 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992610 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992615 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992619 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992624 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992629 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992634 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992638 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992643 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992648 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992653 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992658 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992663 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992668 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992673 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992678 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992683 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992687 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992692 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992697 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992701 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992706 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992711 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992716 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992721 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992725 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992730 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992735 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992740 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992745 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992750 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992754 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992759 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992768 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992778 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992787 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992797 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992802 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992808 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992813 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992817 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992822 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992827 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992832 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992837 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992842 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992847 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992851 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992856 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992861 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992866 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992870 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992875 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992880 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992885 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992890 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992901 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992906 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992911 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992916 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992921 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992925 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992931 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992936 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992941 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992946 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992950 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992955 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992964 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992974 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992980 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992984 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992989 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992994 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.992999 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993004 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993008 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993013 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993018 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993023 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993028 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993032 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993037 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993042 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993047 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993051 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993057 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993061 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993066 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993071 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993101 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993106 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993111 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993116 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993121 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993130 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993140 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993149 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993155 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993160 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993164 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993169 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993174 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993178 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993183 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993188 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993193 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993198 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993202 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993207 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993213 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993217 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993222 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993227 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993232 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993237 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993241 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993246 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993251 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993256 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993261 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993265 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993271 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993275 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993280 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993285 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993289 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993294 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993299 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993304 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993308 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993313 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993318 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993323 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993327 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993332 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993337 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993341 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993346 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993351 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993356 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993361 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993366 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993370 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993382 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993387 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:10:53.993403 : ERROR , FIX Server , Socket error :0, socket event result :0 
