20260923-16:11:03.629399 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749439 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749450 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749455 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749460 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749465 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749469 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749479 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749483 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749488 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749492 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749506 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749530 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749584 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749589 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749594 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749600 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749612 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749617 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749622 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749627 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749632 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749636 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749641 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749646 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749650 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749655 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749660 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749665 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.749669 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750271 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750292 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750299 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750310 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750316 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750322 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750327 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750332 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750337 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750342 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750347 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750353 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750358 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750364 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750375 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750381 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750386 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750392 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750403 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750409 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750414 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750419 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750431 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750437 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750442 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750447 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750458 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750464 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750469 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750485 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750491 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750496 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750523 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750532 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750538 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750550 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750556 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750561 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750566 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750577 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750583 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750589 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750594 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750604 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750609 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750615 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750620 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750630 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750636 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750641 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750646 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750658 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750664 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750669 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750674 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:11:03.750685 : ERROR , FIX Server , Socket error :0, socket event result :0 
