20260923-16:37:10.190081 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210460 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210472 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210485 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210497 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210508 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210567 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210584 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210593 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210604 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210648 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210668 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210682 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210742 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210762 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210841 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210860 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210873 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210920 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210938 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210952 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.210997 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211016 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211029 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211041 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211051 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211063 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211074 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211085 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211096 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211108 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211119 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211130 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211141 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211152 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211163 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211175 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211186 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211197 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211209 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211220 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211230 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211347 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211370 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211384 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211561 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211585 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211599 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211610 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211734 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211799 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211813 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211935 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211951 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211963 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.211975 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212031 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212090 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212108 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212121 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212134 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212146 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212194 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212212 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212226 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212310 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212389 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212467 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212545 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212623 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212711 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212729 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212742 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212755 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212767 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212778 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212790 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212802 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212814 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212825 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212837 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212848 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212859 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212870 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212881 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212892 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212904 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212915 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212926 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212938 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212950 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212961 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212972 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212984 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.212995 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213006 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213017 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213029 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213041 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213052 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213063 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213074 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213086 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213097 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213109 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213120 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213131 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213143 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213154 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213165 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213177 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213188 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213199 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213210 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213221 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213233 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213244 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213255 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213267 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213279 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213287 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213298 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213310 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213322 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213334 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213378 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213397 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213411 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213425 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213437 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213449 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213462 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213474 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213487 : ERROR , FIX Server , Socket error :0, socket event result :0 
20260923-16:37:10.213499 : ERROR , FIX Server , Socket error :0, socket event result :0 
